Société;Id. Concours;Id. Projet;Titre du projet;Non applicable;Description du projet;Non applicable;Etat du projet;Date d'octroi;Date de 1er versement (concours);Date d’achèvement opérationnel du projet;Libellé agence;Valeur fixe;Cofinancier;Libellé bénéficiaire primaire;Code-Canal (pour tiers bénéficiaires d’un concours);Pays de réalisation;Région;Latitude;Longitude ;Libellé secteur économique  (CAD-5);Libellé CICID;Non applicable;Valeur fixe;Libellé indicateur APD;Groupe de produit;Valeur fixe;Valeur fixe;Engagements bruts (euro);Non applicable;Non applicable;Versements (euro);Non applicable;Non applicable;Non applicable;Lien_Fiche_Projet;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Cofinanciers (O/N);Date mise à jour données projet;Date de la dernière publication;Date de publication NCO;Lien vers evaluation;Responsable pays;Division Technique;Libellé Risque Souverain;Décaissement Annuel;Budget;Publié dans le XML de Campagne;Date de Signature de Convention;IA publié;Géolocalisation
AFD;CMG167901;CMG1679;Améliorer la promotion et le respect des droits des enfants en situation de rue ainsi que leur prise en charge à Madagascar;;Contribuer à la réinsertion des enfants en situation de rue d'Antananarivo (Madagascar) en renforçant les capacités et le travail inter-associatif des acteurs qui les prennent en charge.;;Achevé;2019-12-17;2020-06-02;;SIEGE PARIS - OPERATIONS SIEGE;France;;Apprentis d'Auteuil (Fondation);22000.0;MADAGASCAR;Trois Océans PE;-18.9100122;47.5255809;REFUGIES DANS LE PAYS DONNEUR;Autre;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;600000.0;;;598638.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CMG1679;;;;;;Oui;2023-09-18;2020-03-10;2020-03-10;;;Div. Organisations de la Société Civile;Sans objet ( autre que prêt );-1362.0;598638.0;Oui;2020-03-10;Non;-18.9100122, 47.5255809
AFD;CNE123901;CNE1239;Projet de renforcement du système de santé et de la société civile dans la délivrance de soins de qualité et accessibles aux populations vulnérables dans la région d'Agadez;;Appuyer le système de santé pour l'amélioration de la qualité et l'accès aux soins de santé primaires pour les populations vulnérables Renforcer la participation des Organisations de la Société Civile Locale dans le système de santé. Appui au transfert de compétence de la décentralisation et la réforme du secteur de la santé.;;Achevé;2020-01-28;2020-11-10;;SIEGE PARIS - OPERATIONS SIEGE;France;;CROIX ROUGE FRANCAISE A PARIS;21000.0;NIGER;Afrique Sub-saharienne;17.607789;8.081666;SOINS ET SERVICES DE SANTE DE BASE;Santé;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;800000.0;;;800000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CNE1239;;;;;;Non;2024-03-19;2020-07-21;2020-07-21;;;Div. Organisations de la Société Civile;Sans objet ( autre que prêt );0.0;800000.0;Oui;2020-04-16;Non;17.607789, 8.081666
AFD;CMG168101;CMG1681;CV19HIC Pénitentiaire ONG;;Pôle JUS  Amélioration des conditions de vie de détention à Madagascar;;Exécution;2020-05-19;2021-11-23;;AGENCE D'ANTANANARIVO;France;;REPUBLIQUE DE MADAGASCAR;12001.0;MADAGASCAR;Trois Océans PE;-18.913503;47.5293392;Droits de la personne;Gouvernance;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;5000000.0;;;2433684.51;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CMG1681;;;;;;Non;2024-04-08;2020-07-28;2020-07-28;;AFDANTANANARIVO@afd.fr;Div. Gouvernance;Sans objet ( autre que prêt );623694.0;5000000.0;Oui;2020-06-04;Oui;-18.913503, 47.5293392
AFD;CNE124101;CNE1241;Contribution au Fonds Commun d'Appui à la politique sectorielle santé du Niger (dont 3 MEUR au titre de l'initiative Santé en Commun dédiés au plan de riposte Covid);;Appui à la politique nationale de santé sexuelle et reproductive via le fonds commune, projet initial de 10 MEUR  + 3MEUR de top up SeC;;Exécution;2020-05-06;2020-11-25;;AGENCE DE NIAMEY;France;;REPUBLIQUE DU NIGER;12001.0;NIGER;Afrique Sub-saharienne;13.512668;2.112516;PLANIFICATION FAMILIALE;Santé;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;10000000.0;;;7000000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CNE1241;;;;;;Non;2024-04-16;2021-04-15;2021-04-15;;AFDNIAMEY@afd.fr;Division Santé et Protection sociale;Sans objet ( autre que prêt );0.0;10000000.0;Oui;2020-10-07;Non;13.512668, 2.112516
AFD;CMG168901;CMG1689;Renforcement de l'accès aux services de base pour la commune urbaine de Ambato Boeny et la commune rurale d'Ambesisika;;Renforcement de l'accès aux services de base pour la commune urbaine de Ambato Boeny et la commune rurale d'Ambesisika;;Exécution;2020-09-01;2022-05-27;;SIEGE PARIS - OPERATIONS SIEGE;France;;GRAND EST SOLIDARITES COOPERATIONS DEVELOPPEMENT;11002.0;MADAGASCAR;Trois Océans PE;-18.913503;47.5293392;ASSAINISSEMENT - DISPOSITIFS DE BASE;Eau et assainissement;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;786540.0;;;629232.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CMG1689;;;;;;Non;2023-06-26;2021-08-13;2021-08-13;;;Div. Territoires et entreprises;Sans objet ( autre que prêt );0.0;786540.0;Oui;2021-01-29;Non;-18.913503, 47.5293392
AFD;CNE124501;CNE1245;Apprendre ensemble / Dondon tcharbandé / Tarruwa dan koyo;;Ce projet vise à permettre aux enfants d'âge primaire de Tillabéry et de Tahoua d'accéder à une éducation de qualité, adaptée aux forts enjeux sécuritaires de ces deux régions, à travers le soutien aux structures d'éducation formelle et non formelle dans les zones accueillant des populations déplacées et réfugiées et le développement d'une offre alternative d'éducation à distance.;;Exécution;2020-10-07;2021-04-30;;AGENCE DE NIAMEY;France;;Concern Worldwide;22000.0;NIGER;Afrique Sub-saharienne;13.512668;2.112516;ENSEIGNEMENT PRIMAIRE;Education, formation, emploi;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;4000000.0;;;4000000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CNE1245;;;;;;Non;2024-03-20;2021-04-15;2021-04-15;;AFDNIAMEY@afd.fr;Division Education et Formation professionnelle;Sans objet ( autre que prêt );0.0;4000000.0;Oui;2020-12-10;Oui;13.512668, 2.112516
AFD;CMG170201;CMG1702;Promotion de l'inclusion scolaire et sociale des enfants en situation de vulnérabilité à Antananarivo;;Promouvoir un accès durable à l'éducation des filles et garçons en situation de vulnérabilité de 3 à 12 ans à Antananarivo. Soutenir des actions en faveur de l'insertion sociale et scolaire des enfants en situation de vulnérabilité menées par les acteurs communautaires et les parents via le renforcement des capacités des acteurs sociaux et communautaires. Améliorer le positionnement et la visibilité d'Asmae et des partenaires auprès des institutions pour favoriser l'ancrage et la pérennisation;;Achevé;2020-10-06;2021-04-12;;SIEGE PARIS - OPERATIONS SIEGE;France;;ASSOCIATION SOEUR EMMANUELLE;22000.0;MADAGASCAR;Trois Océans PE;-18.777192;46.854328;ENSEIGNEMENT PRIMAIRE;Education, formation, emploi;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;260000.0;;;260000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CMG1702;;;;;;Non;2024-05-13;2021-04-07;2021-04-07;;;Div. Organisations de la Société Civile;Sans objet ( autre que prêt );0.0;260000.0;Oui;2020-11-19;Oui;-18.777192, 46.854328
AFD;CNE125501;CNE1255;Projet Nexus Urgence-Développement-Paix;;Ciblant 10 communes des régions de Tillabéri et Tahoua (zone 3 frontières), ce projet pilote de l'approche Nexus Urgence-Paix-Développement est financé sur l'initiative Minka Sahel. Il vise à appuyer les collectivités territoriales dans la délivrance d'interventions structurantes en sécurité alimentaire (services aux agriculteurs, investissements agro-pastoraux, prévention des conflits), à renforcer la réponse aux crises et à soutenir les mécanismes nationaux de gouvernance de l'approche Nexus.;;Exécution;2021-05-05;2021-12-15;;AGENCE DE NIAMEY;France;;REPUBLIQUE DU NIGER;12001.0;NIGER;Afrique Sub-saharienne;13.512668;2.112516;Programmes de sécurité alimentaire des ménages (Ho;Agriculture et sécurité alimentaire;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;10000000.0;;;4000000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CNE1255;;;;;;Non;2024-05-05;2021-10-22;2021-10-22;;AFDNIAMEY@afd.fr;Division Agriculture, Développement Rural et Biodiversité;Sans objet ( autre que prêt );0.0;10000000.0;Oui;2021-09-21;Oui;13.512668, 2.112516
AFD;CMG172301;CMG1723;Institut Européen de Coopération et de Développement (IECD);;Favoriser la responsabilisation et l¿autonomisation des collégiens défavorisés à Madagascar, en luttant contre le décrochage scolaire en zone rurale grâce à un accompagnement éducatif de qualité et à des ressources pédagogiques et numériques adaptées.;;Achevé;2021-02-09;2021-07-19;;SIEGE PARIS - OPERATIONS SIEGE;France;;institut européen de coopération et de développeme;21000.0;MADAGASCAR;Trois Océans PE;-21.456444;47.085149;ENSEIGNEMENT SECONDAIRE;Education, formation, emploi;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;800000.0;;;800000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CMG1723;;;;;;Non;2023-07-24;2021-07-01;2021-07-01;;;Div. Organisations de la Société Civile;Sans objet ( autre que prêt );0.0;800000.0;Oui;2021-07-01;Non;-21.456444, 47.085149
AFD;CNE127101;CNE1271;Appui à l'engagement de la société civile dans la promotion et la protection des droits des migrants au Niger;;Appui à l'engagement de la société civile dans la promotion et la protection des droits des migrants au Niger;;Achevé;2021-07-06;2021-10-18;;SIEGE PARIS - OPERATIONS SIEGE;France;;Forum Refugiés;22000.0;NIGER;Afrique Sub-saharienne;13.524834;2.109823;PARTICIPATION DÉMOCRATIQUE ET SOCIÉTÉ CIVILE;Gouvernance;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;480000.0;;;480000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CNE1271;;;;;;Non;2022-01-31;2021-10-04;2021-10-04;;;Div. Organisations de la Société Civile;Sans objet ( autre que prêt );0.0;480000.0;Oui;2021-09-30;Non;13.524834, 2.109823
AFD;CMG172901;CMG1729;Appui Institut Pasteur Madagascar;;Appui Institut Pasteur Madagascar : lutte contre épidémies (épidémiologie, recherche, formation);;Achevé;2020-11-27;2021-01-08;2021-01-08;AGENCE D'ANTANANARIVO;France;;Institut Pasteur de  Madagascar;61009.0;MADAGASCAR;Trois Océans PE;-18.913503;47.5293392;LUTTE CONTRE LES MALADIES INFECTIEUSES;Santé;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;1000000.0;;;1000000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CMG1729;;;;;;Non;2024-03-04;2021-06-02;2021-06-02;;AFDANTANANARIVO@afd.fr;Division Santé et Protection sociale;Sans objet ( autre que prêt );0.0;1000000.0;Oui;2020-12-16;Non;-18.913503, 47.5293392
AFD;CNE128102;CNE1281;Projet d'appui à la Protection Civile du Niger;;Pôle RFE  L' objectif principal est de contribuer à la protection et à la résilience des populations des régions de Maradi, Zinder et Niamey par le renforcement des capacités opérationnelles des sapeurs-pompiers face à la diversification et l'accroissement des risques. L'ensemble des fonds de l'opération seront délégués à Expertise France, en contractualisation directe AFD/EF selon la modalité « délégation de gestion de fonds ».;;Exécution;2022-11-16;;;AGENCE DE NIAMEY;France;;Expertise France AFETI;;NIGER;Afrique Sub-saharienne;13.512668;2.112516;INCENDIES ET SERVICES DE SAUVETAGE;Gouvernance;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;12140000.0;;;0.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CNE1281;;;;;;Non;2024-03-08;2023-12-20;2023-12-20;;AFDNIAMEY@afd.fr;Div. Gouvernance;Sans objet ( autre que prêt );0.0;12140000.0;Oui;2023-05-17;Non;13.512668, 2.112516
AFD;CMG173201;CMG1732;Programme de mobilité douce et d'appui à la Commune Urbaine d'Antananarivo (CUA);;Ce programme vise à renforcer les compétences de la Communuauté urbaine d'Antananarivo (CUA), à améliorer la qualité des espaces publics des quartiers à travers la co-construction d'aménagements urbains, à accompagner la CUA dans la gestion et la coordination de ces démarches participatives, et enfin à appuyer la Communauté urbaine dans l'élaboration et la mise en œuvre d'une stratégie relative à la mobilité douce et à la sécurisation routière.;;Exécution;2022-11-16;;;AGENCE D'ANTANANARIVO;France;;REPUBLIQUE DE MADAGASCAR;12001.0;MADAGASCAR;Trois Océans PE;-18.913503;47.5293392;TRANSPORT ROUTIER;Infrastructures et développement urbain;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;8300000.0;;;0.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CMG1732;;;;;;Non;2024-04-08;2024-01-08;2024-01-08;;AFDANTANANARIVO@afd.fr;Div. Transports et mobilités;Sans objet ( autre que prêt );0.0;8300000.0;Oui;2023-02-27;Non;-18.913503, 47.5293392
AFD;CNE130001;CNE1300;Projet d'appui à la sécurité alimentaire des ménages dans les régions de Zinder et de Diffa - phase 5;;#GMV - Projet d'appui à la sécurité alimentaire des ménages dans les régions de Zinder et de Diffa - phase 5;;Exécution;2022-12-14;2024-04-24;;AGENCE DE NIAMEY;France;;REPUBLIQUE DU NIGER;12001.0;NIGER;Afrique Sub-saharienne;13.512668;2.112516;PRODUCTION AGRICOLE;Agriculture et sécurité alimentaire;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;10000000.0;;;340586.87;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CNE1300;;;;;;Non;2024-03-12;2023-12-20;2023-12-20;;AFDNIAMEY@afd.fr;Division Agriculture, Développement Rural et Biodiversité;Sans objet ( autre que prêt );340587.0;10000000.0;Oui;2023-05-31;Non;13.512668, 2.112516
AFD;CMG173402;CMG1734;Projet de développement de l'électrification rurale décentralisée à Madagascar;;L'objectif global du projet est de contribuer au développement économique en zone rurale via un accès amélioré à l'énergie, et d'appuyer et renforcer la principale institution publique en charge du secteur de l'électrification rurale.;;Exécution;2022-11-16;;;AGENCE D'ANTANANARIVO;France;;REPUBLIQUE DE MADAGASCAR;12001.0;MADAGASCAR;Trois Océans PE;-18.913503;47.5293392;Énergie solaire;Infrastructures et développement urbain;;Bilatéral;APD;Prêt;Intervention de type projet;Aide déliée;22000000.0;;;0.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CMG1734;;;;;;Non;2024-04-11;2024-01-08;2024-01-08;;AFDANTANANARIVO@afd.fr;Div. Energie;Souverain Direct;0.0;22000000.0;Oui;2023-07-24;Non;-18.913503, 47.5293392
AFD;CPE102201;CPE1022;2e ligne de crédit au Fonds Mi Vivienda;;Nom: MiVivienda 2 - ID: CPE1022 - Pays de réalisation: PEROU - Secteur CICID: Infrastructures et développement urbain - Département géographique: Amériques - Direction régionale: DR ANDES - Agence de gestion: AGENCE DE LIMA;;Exécution;2019-05-16;2019-10-21;;BUREAU DE LIMA;France;Société allemande de crédit pour la reconstruction (KfW);FONDO MIVIVIENDA;12003.0;PEROU;Amériques;;;LOGEMENT A COUT REDUIT;Infrastructures et développement urbain;;Bilatéral;APD;Prêt;Intervention de type projet;Aide déliée;105000000.0;;;105000000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CPE1022;;;;;;Oui;2024-03-25;2021-06-15;2021-06-15;https://www.afd.fr/es/ressources/resumen-evaluacion-proyectos-fondo-mivivienda-peru;afdlima@afd.fr;Division Systèmes Financiers;Non souverain;0.0;105000000.0;Oui;2019-06-26;Oui;
AFD;CMG173405;CMG1734;Projet de développement de l'électrification rurale décentralisée à Madagascar;;L'objectif global du projet est de contribuer au développement économique en zone rurale via un accès amélioré à l'énergie, et d'appuyer et renforcer la principale institution publique en charge du secteur de l'électrification rurale.;;Exécution;2022-11-16;;;AGENCE D'ANTANANARIVO;France;;FONDATION ENERGIES POUR LE MONDE;22000.0;MADAGASCAR;Trois Océans PE;-18.913503;47.5293392;Énergie solaire;Infrastructures et développement urbain;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;2100000.0;;;0.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CMG1734;;;;;;Non;2024-04-11;2024-01-08;2024-01-08;;AFDANTANANARIVO@afd.fr;Div. Energie;Sans objet ( autre que prêt );0.0;2100000.0;Oui;2023-08-04;Non;-18.913503, 47.5293392
AFD;CPE102203;CPE1022;2e ligne de crédit au Fonds Mi Vivienda;;Nom: MiVivienda 2 - ID: CPE1022 - Pays de réalisation: PEROU - Secteur CICID: Infrastructures et développement urbain - Département géographique: Amériques - Direction régionale: DR ANDES - Agence de gestion: AGENCE DE LIMA;;Exécution;2019-05-16;2021-06-29;;BUREAU DE LIMA;France;Société allemande de crédit pour la reconstruction (KfW);FONDO MIVIVIENDA;12003.0;PEROU;Amériques;;;LOGEMENT A COUT REDUIT;Infrastructures et développement urbain;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;10000000.0;;;9277574.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CPE1022;;;;;;Oui;2024-03-25;2021-06-15;2021-06-15;https://www.afd.fr/es/ressources/resumen-evaluacion-proyectos-fondo-mivivienda-peru;afdlima@afd.fr;Division Systèmes Financiers;Sans objet ( autre que prêt );0.0;10000000.0;Oui;2020-07-15;Oui;
AFD;CMG178601;CMG1786;QUAPEM: Qualité de l'Accueil en Protection de l'Enfance à Madagascar;;projet portant sur la Qualité de l'Accueil en Protection de l'Enfance à Madagascar;;Exécution;2022-12-13;2023-05-15;;SIEGE PARIS - OPERATIONS SIEGE;France;;SOS Villages d'Enfants France;22000.0;MADAGASCAR;Trois Océans PE;-18.933333;47.516667;Droits de la personne;Gouvernance;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;400000.0;;;206076.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CMG1786;;;;;;Oui;2023-03-21;2023-03-21;2023-03-21;;;Div. Organisations de la Société Civile;Sans objet ( autre que prêt );0.0;400000.0;Oui;2023-03-21;Non;-18.933333, 47.516667
AFD;CPE107201;CPE1072;« Muqu talpuy, allin kausay - Semer des graines pour mieux vivre »;;« Muqu talpuy, allin kausay - Semer des graines pour mieux vivre »  « Muqu talpuy, allin kausay - Semer;;Exécution;2023-11-21;2024-04-03;;SIEGE PARIS - OPERATIONS SIEGE;France;;FOMENTO DE LA VIDA;23000.0;PEROU;Amériques;-8.10722;-79.028138;DEVELOPPEMENT AGRICOLE;Agriculture et sécurité alimentaire;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;650000.0;;;432637.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CPE1072;;;;;;Non;2024-03-05;2024-03-05;2024-03-05;;;Div. Organisations de la Société Civile;Sans objet ( autre que prêt );432637.0;650000.0;Oui;2024-02-12;Non;-8.10722, -79.028138
AFD;CMG179801;CMG1798;"Vavahady Niomerika ""Le Portail Numérique""";;"Vavahady Niomerika ""Le Portail Numérique"" - Favoriser l'accès à la formation numérique et digitale, l'autonomie, l'orientation et l'employabilité des jeunes les plus défavorisés, et plus particulièrement les filles, à Madagascar.";;Exécution;2023-04-18;2023-08-11;;SIEGE PARIS - OPERATIONS SIEGE;France;;Passerelles numériques;22000.0;MADAGASCAR;Trois Océans PE;-18.777192;46.854328;FORMATION PROFESSIONNELLE;Education, formation, emploi;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;450000.0;;;225000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CMG1798;;;;;;Non;2023-12-18;2023-12-18;2023-12-18;;;Div. Organisations de la Société Civile;Sans objet ( autre que prêt );0.0;450000.0;Oui;2023-06-23;Non;-18.777192, 46.854328
AFD;CPH104901;CPH1049;Lutte contre les violences sexuelles faites aux mineurs;;Zéro violences sexuelles sur mineurs dans la Région VI des Visayas Occidentales. Les jeunes filles victimes de violences sexuelles sont prises en charge, protégées, soignées et réinsérées de façon durable afin de devenir autonomes et elles-mêmes acteurs du changement. Les familles, communautés et institutions locales sont sensibilisées et activement impliquées dans la lutte contre les violences sexuelles faites aux mineurs et la promotion des droits de l'Enfant.;;Achevé;2020-07-07;2020-11-27;;SIEGE PARIS - OPERATIONS SIEGE;France;;CAMELEON;22000.0;PHILIPPINES;Orient(s);10.95346;122.575633;SECTEUR NON SPECIFIE;Autre;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;600000.0;;;600000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CPH1049;;;;;;Oui;2024-03-27;2020-10-27;2020-10-27;;;Div. Organisations de la Société Civile;Sans objet ( autre que prêt );0.0;600000.0;Oui;2020-08-28;Oui;10.95346, 122.575633
AFD;CMM103301;CMM1033;Myanmar Phase 2;;Etablir un modèle d'accès à l'eau potable pérenne et déployable à grande échelle au Myanmar;;Exécution;2022-03-22;2022-10-17;;SIEGE PARIS - OPERATIONS SIEGE;France;Fonds des Nations unies pour l'enfance (UNICEF);1001 FONTAINES POUR DEMAIN;22000.0;BIRMANIE (MYANMAR);Orient(s);17.1750495;95.9999652;ALIMENTATION EN EAU - DISPOSITIFS DE BASE;Eau et assainissement;;Bilatéral;Autres ASP;Subvention;Intervention de type projet;Aide déliée;670000.0;;;180000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CMM1033;;;;;;Oui;2023-12-12;2022-12-21;2022-12-21;;;Div. Organisations de la Société Civile;Sans objet ( autre que prêt );0.0;670000.0;Oui;2022-07-29;Non;17.1750495, 95.9999652
AFD;CPH107101;CPH1071;Accès à l'eau courante et programme d'inclusion urbaine dans les bidonvilles de 9 municipalités des Philippines.;;Amélioration des conditions de vie des habitants des bidonvilles de 9 municipalités aux Philippines grâce à un accès durable à l'eau potable à domicile et à un programme d'inclusion urbaine comprenant de la formation à la gestion des risques.;;Exécution;2023-11-21;;;SIEGE PARIS - OPERATIONS SIEGE;France;;Eau et Vie;22000.0;PHILIPPINES;Orient(s);15.5919971;120.7396746;ALIMENTATION EN EAU - DISPOSITIFS DE BASE;Eau et assainissement;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;600000.0;;;0.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CPH1071;;;;;;Non;2024-03-28;2024-03-28;2024-03-28;;;Div. Organisations de la Société Civile;Sans objet ( autre que prêt );0.0;600000.0;Oui;2024-03-26;Non;15.5919971, 120.7396746
AFD;CMM103701;CMM1037;Formation à l'Agriculture durable et Renforcement des capacités pour l¿amélioration des Moyens d'existence dans le Kachin, Myanmar;;Formation à l'Agriculture durable et Renforcement des capacités pour l'amélioration des Moyens d'existence dans le Kachin, Myanmar;;Exécution;2022-10-18;2023-06-27;;SIEGE PARIS - OPERATIONS SIEGE;France;Programme des Nations unies pour le développement (PNUD);SOLIDARITES INTERNATIONAL;22000.0;BIRMANIE (MYANMAR);Orient(s);96.195132;16.866069;DEVELOPPEMENT AGRICOLE;Agriculture et sécurité alimentaire;;Bilatéral;Autres ASP;Subvention;Intervention de type projet;Aide déliée;1200000.0;;;669471.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CMM1037;;;;;;Oui;2023-12-19;2023-01-02;2023-01-02;;;Div. Organisations de la Société Civile;Sans objet ( autre que prêt );0.0;1200000.0;Oui;2022-12-15;Non;
AFD;CPS108602;CPS1086;Projet de sécurisation hydrique et alimentaire à Gaza;;Réutilisation des eaux usées traitées issues de la station d'épuration du Nord de la bande de Gaza - prioritaire  (REUSE) Transfert des eaux usées de la station d'El Bireh vers al Aujja (vallée du Jourdain) - optionnel REUT Jéricho (extension du réseau d'assainissement et PPP);;Exécution;2018-07-12;2021-01-28;;AGENCE DE JERUSALEM;France;;AUTORITE PALESTINIENNE;12001.0;TERRITOIRES AUTONOMES PALESTINIENS;Orient(s);31.7857;35.2007;RESSOURCES EN EAU A USAGE AGRICOLE;Agriculture et sécurité alimentaire;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;23709782.0;;;1181206.85;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CPS1086;;;;;;Oui;2024-04-25;2019-09-06;2019-09-06;;AFDJERUSALEM@afd.fr;Division Agriculture, Développement Rural et Biodiversité;Sans objet ( autre que prêt );0.0;23709782.0;Oui;2020-09-22;Oui;31.7857, 35.2007
AFD;CMR118404;CMR1184;C2D IV Projet d'appui au développement local concerté  et aux initiatives communales (DECLIC);;C2D IV Projet d'appui au développement local concerté  et aux initiatives communales (DECLIC);;Exécution;;;;AGENCE DE NOUAKCHOTT;France;;REPUBLIQUE ISLAMIQUE DE MAURITANIE;12001.0;MAURITANIE;Afrique Sub-saharienne;18.084061;-15.97842;DEVELOPPEMENT RURAL;Autre;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;639000.0;;;0.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CMR1184;;;;;;Non;2024-04-11;2019-08-30;2019-08-30;;AFDNOUAKCHOTT@afd.fr;Division Agriculture, Développement Rural et Biodiversité;Sans objet ( autre que prêt );0.0;95950.39;Oui;2022-06-20;Oui;18.084061, -15.97842
AFD;CPS119501;CPS1195;FICOL patrimoine et cohésion sociale à Bethléem;;Promouvoir la gouvernance et la citoyenneté en Palestine : le patrimoine comme vecteur de cohésion sociale et de citoyenneté : échanges de pratiques entre Grenoble et Bethléem.;;Exécution;2020-04-01;2022-06-20;;SIEGE PARIS - OPERATIONS SIEGE;France;;Ville de Grenoble;11002.0;TERRITOIRES AUTONOMES PALESTINIENS;Orient(s);31.7857;35.2007;CULTURE ET LOISIRS;Infrastructures et développement urbain;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;270724.0;;;216580.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CPS1195;;;;;;Non;2024-03-29;2020-08-20;2020-08-20;;;Div. Territoires et entreprises;Sans objet ( autre que prêt );0.0;270724.0;Oui;2020-06-22;Non;31.7857, 35.2007
AFD;CMR120002;CMR1200;Programme d'électrification rurale au sud-est de la Mauritanie;;L'objectif est de développer l'accès à l'énergie dans trois régions du sud-est (Assaba, Hodh el Gharbi et Hodh el Chargui), par la promotion d'un modèle nouveau de délégation de service public et d'électrification par mini-réseaux dotés de batteries et alimentés à 95% par l'énergie solaire. obj : porter le taux de connexion elect de 12 à 61 % dans la zone du projet. Octroi initial en 2018. Complément en nov 2021 (fonds délégués UE de 1M€ dont rem). Nvle delegation a l'étude de 9M fin 2022;;Exécution;2018-11-21;2023-11-06;;AGENCE DE NOUAKCHOTT;France;Association internationale de développement (IDA);REPUBLIQUE ISLAMIQUE DE MAURITANIE;12001.0;MAURITANIE;Afrique Sub-saharienne;18.084061;-15.97842;Transport et distribution d'électricité;Infrastructures et développement urbain;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;4000000.0;;;322410.65;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CMR1200;;;;;;Oui;2024-03-25;2019-09-20;2019-08-30;;AFDNOUAKCHOTT@afd.fr;Div. Energie;Sans objet ( autre que prêt );183678.0;4000000.0;Oui;2019-07-12;Non;18.084061, -15.97842
